event_id	이름	지역	기관	기업	튜터	인원 수	대상	목적	장소	교육 방식	교육 형태	시간	횟수	주차	내용
454.0	키오스크 활용법 교육	서울특별시	서울시	롯데GRS	(기사에 명시되지 않음)	(기사에 명시되지 않음)	디지털 약자 (중장년층 등)	키오스크 사용법 숙지	롯데리아, 엔제리너스, 크리스피크림도넛 등 매장	오프라인	그룹 (추정)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	키오스크를 이용한 주문 방법 등
454.0	키오스크 및 스마트폰 활용법 안내	서울특별시	서울시	(기사에 명시되지 않음)	디지털 안내사 150명	(기사에 명시되지 않음)	어르신	키오스크 및 스마트폰 사용법 숙지	기차역, 지하철역, 대형마트, 병원 등	오프라인	1:1 또는 그룹 (추정)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	키오스크 활용법, 스마트폰 이용법
454.0	키오스크 체험 교육	서울특별시 금천구	금천구청	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	어르신	키오스크 사용법 숙지	구청 1층 로비, 노인복지관, 어르신 복지센터 5곳	오프라인	그룹 (추정)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	음식 주문, 영화 티켓 발권, 민원 발급 등 9가지 키오스크 사용법
454.0	디지털 상담	서울특별시 금천구	금천구청	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	어르신	온라인 수강 방법, 정보화 교육, 디지털 기기 사용법 등	구청 지하 1층 교육장	오프라인	1:1	(기사에 명시되지 않음)	매주 금요일	(기사에 명시되지 않음)	온라인 수강 방법, 정보화 교육, 디지털 기기 사용법 등
454.0	키오스크 체험 과정 등 디지털 교육	서울특별시 관악구, 양천구, 노원구	관악구청, 양천구청, 노원구청	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	어르신	키오스크 사용법 숙지	(기사에 명시되지 않음)	오프라인	그룹 (추정)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	키오스크 사용법
454.0	무인민원발급기와 키오스크 일대일 지원 서비스	서울특별시 송파구	송파구청	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	무인민원발급기와 키오스크 사용법 지원	(기사에 명시되지 않음)	오프라인	1:1	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	무인민원발급기와 키오스크 사용법
455.0	노인 대상 키오스크 활용 교육	대전광역시	(사)대한노인회 대전광역시연합회	KT	KT IT서포터즈	언급되지 않음 (노인지도자대학 수강생)	노인지도자대학 수강생	키오스크 활용 능력 향상 및 디지털 격차 해소	노인지도자대학 (구체적인 장소 명시 X)	오프라인	그룹	언급되지 않음	주 1회	8월 한 달 (총 몇 주인지 명시 X)	태블릿PC 기본 사용법, 키오스크 동작 원리, 교육용 키오스크 앱 활용,  키오스크 실습(지문인식, 카드결제, 영수증 출력 등)
456.0	스마트폰 활용교육	전라남도 함평군 함평읍	함평군 노인복지관	한국지능정보사회진흥원	(미상)	(미상)	지역 어르신	디지털 이용 격차 해소	함평군 노인복지관	오프라인	그룹	(미상)	1	(미상)	스마트폰 활용
456.0	디지털 체험존	전라남도 함평군 함평읍	함평군 노인복지관	(미상)	(미상)	(미상)	지역 어르신	디지털 이용 격차 해소	함평읍 오일장 (장날)	오프라인	그룹	(미상)	(미상)	(미상)	스마트폰, 키오스크, 태블릿PC 활용
457.0	2022년 노인일자리 및 사회활동지원사업 활동교육 (디지털역량강화교육 포함)	충청북도 대전광역시 대덕구	대덕구노인종합복지관		기사에 명시되지 않음	기사에 명시되지 않음	'노노케어' 외 11개 사업단 참여 어르신	디지털 역량 강화 및 노인 일자리 활동 준비	대덕구노인종합복지관 2층 강당, 북부노인복지관 2층 강당	온·오프라인 (디지털배움터 연계)	그룹	기사에 명시되지 않음	기사에 명시되지 않음	29일간 (예상)	스마트폰 기능 사용, 코로나 지원금 관련 정보, 피싱 범죄 예방, 키오스크 사용법, 코로나 예방 수칙, 안전한 활동일지 작성법, 활동 근무 시 주의사항 등
458.0															
459.0	시니어 디지털 활용 교육	부산광역시, 부산시	바르게살기운동 부산시협의회		(문단에 정보 없음)	(문단에 정보 없음)	시니어	디지털 활용 능력 향상	부산시청 대강당	오프라인	(문단에 정보 없음)	(문단에 정보 없음)	(문단에 정보 없음)	(문단에 정보 없음)	(문단에 정보 없음)
460.0															
461.0	뉴 실버세대를 위한 디지털 문해교육 '세상을 터치하다(하반기)'	경상남도 김해시 진영읍	진영한빛도서관				60세 이상 성인 스마트폰 소지자	디지털 기술 이용 및 디지털 서비스 혜택 누리도록 지원	진영한빛도서관	오프라인	그룹		1회/주	8주	스마트폰 기능 및 환경 설정, 앱 사용법, 유용한 앱 소개 및 정보 검색, 카카오톡 사용법, 키오스크 사용법, 사진 촬영 및 보정 방법, 영상 편집 앱 사용법
462.0															
463.0	스마트폰과 키오스크 활용 체험교육	경기도 군포시 수리동	군포시 산본가야2차아파트 관리소	없음	임가능 관리소장 외	(불명)	고령층 입주민	코로나19로 인한 디지털 대전환에 따른 고령층의 디지털 기술에 대한 두려움과 소외감 해소	산본가야2차아파트	오프라인	1대1 및 그룹	(불명)	(불명)	3	스마트폰 기능 기초 교육, 필요한 앱 사용법 교육, 키오스크 활용 실습 (주민등록등본 발급, 햄버거 주문)
464.0	2023년 고양시 평생학습 기획 강좌: 무인안내기 교육	경기도 고양특례시 일산서구, 경기도 고양특례시 일산동구, 경기도 고양특례시 덕양구	고양특례시				65세 이상 고양시민	디지털 기기 사용에 익숙하지 않은 어르신 등 정보소외계층의 정보격차 해소	일산서구 대화도서관, 일산동구청 소회의실, 덕양구청 소회의실	오프라인	그룹	2시간(이론 1시간, 체험 1시간)	2회/권역	2주	무인안내기에 대한 이해와 원리, 실전 체험
465.0	팔달구 경로당 디지털 교육 사업	경기도 수원특례시 팔달구 지동, 우만1동, 우만2동, 인계동	(사)대한노인회 팔달구지회	팔달새마을금고	(명시되지 않음)	약 650명	관내 4개동 소재 경로당 어르신	디지털 격차 해소, 스마트폰 및 키오스크 사용법 익히기, 보이스피싱 예방	관내 30곳 경로당	오프라인	그룹	(명시되지 않음)	(명시되지 않음)	(명시되지 않음)	시니어 스마트폰 활용 교육, 금융교실
466.0	스마트폰 이용 교육	인천광역시 남동구	남동구 노인복지관			550명	70~80대 어르신	코로나19 방역패스 제도 시행에 따른 스마트폰 활용 어려움 해소 및 큐알코드 인증, 키오스크 사용법 숙지	남동구 노인복지관	오프라인	그룹				스마트폰 기본 및 심화 사용법, QR코드 인증, 키오스크 사용법 등
467.0	어디나지원단	서울특별시 양천구 신월동, 서울특별시 용산구 돈의동 등	서울디지털재단	-	이경희(노원평생학습관), 양해순(밝은내어르신복지센터) 등 470명	19,305명	디지털 기기에 익숙하지 않은 어르신	디지털 기기 활용 능력 향상 및 사회참여 증진	어르신복지센터, 개인 주택 등	오프라인 및 온라인	1대1 및 그룹	문맥상 명시되지 않음	문맥상 명시되지 않음	문맥상 명시되지 않음	스마트폰 자판 입력, 카카오톡 메시지 전송, 무료 와이파이 연결, 영상통화, 코레일 앱 사용 등
468.0															
469.0	생활밀착형 스마트폰 활용 교육	경기도 의정부시	재단법인 의정부시평생학습원		송원찬(평생학습원장 등)	불명	스마트폰 활용에 취약한 노인	디지털 격차 해소 및 디지털 문해력 향상	호원·송산 평생학습센터, 경로당	오프라인	그룹	불명	8회	불명	스마트폰 기초 교육 및 앱 활용 교육
470.0	디지털 역량강화 교육	경상북도, 상주시	2023년 경상북도 디지털 역량강화 교육 사업단		남가령	불명	시니어 유튜버팀	유튜브 영상 제작 능력 향상	상주시 노인종합복지관 (추정)	오프라인 (추정)	그룹	불명	불명	불명	유튜브 영상 제작
471.0	키오스크 체험교실	부산광역시 해운대구 중2동	해운대구 중2동 지역사회보장협의체	KT	KT 서포터즈, 지역사회보장협의체 위원	(불명)	홀몸 어르신	키오스크 활용 능력 향상	햄버거 가게, 해운대블루라인파크	오프라인	그룹	(불명)	2회	2주	키오스크 실습 및 해변열차 탑승
472.0															
473.0	종로구 디지털 교육	서울특별시 종로구	종로구청	없음	명시되지 않음	명시되지 않음	만 55세 이상 구민, 장애인, 관내 소재 직장인	스마트폰, 컴퓨터, 키오스크 등 디지털 기기 사용법 교육을 통한 디지털 격차 해소	동주민센터, 경로당, 영화관, 카페 등	대면/비대면 병행	그룹	명시되지 않음	명시되지 않음	명시되지 않음	스마트폰 기기 및 인터넷 사용법, 컴퓨터 기초과정, 키오스크 주문법 등
473.0	디지털 소풍	서울특별시 종로구	종로구청	없음	명시되지 않음	명시되지 않음	종로구 디지털 교육 수강생	디지털 교육 내용 실생활 적용	영화관, 카페 등	대면	그룹	명시되지 않음	명시되지 않음	명시되지 않음	종로구 디지털 교육 내용 실습
474.0															
475.0	스마트폰 및 키오스크 활용 교육	충청남도 금산군	금산도서관	(재)충남평생교육인재육성진흥원	명시되지 않음	명시되지 않음	디지털 취약계층 및 어르신	정보 격차 해소, 스마트폰 및 키오스크 활용능력 향상	금산도서관	오프라인	그룹	명시되지 않음	2회/주 (월, 화)	7주 (7월 16일까지)	스마트폰 앱 활용법, 키오스크 이용법
476.0															
477.0															
478.0	무인 안내기(키오스크) 사용 방법 체험 교육	경상남도 고성군	고성군	해당 식당 (자원봉사 참여)	해당 식당 직원	20명	65세 이상 어르신	디지털 기기에 대한 두려움 해소 및 생활 편의 증진	지역 식당	오프라인	그룹	(시간 정보 없음)	2회 (주차 정보 없음)	2주 (추정)	무인 안내기(키오스크) 사용 방법
479.0															
480.0	시니어 디지털 포용 교육	광주광역시 서구 염주동	바르게살기운동 중앙협의회	KT	김삼진	100명	바르게살기운동 광주시협의회 핵심 회원 (5개구 협의회장, 각 동 위원장 등)	스마트기기 활용 능력 향상	광주광역시 서구 염주동 국민생활관 1층 세미나실	오프라인	그룹	(자료에 미제공)	(자료에 미제공)	(자료에 미제공)	스마트기기 활용
480.0	바르게살기운동 기본소양 교육	광주광역시 서구 염주동	바르게살기운동 중앙협의회		정용식	100명	바르게살기운동 광주시협의회 핵심 회원 (5개구 협의회장, 각 동 위원장 등)	바르게살기운동의 기본 소양 함양 및 국민운동단체로서의 역할 이해	광주광역시 서구 염주동 국민생활관 1층 세미나실	오프라인	그룹	(자료에 미제공)	(자료에 미제공)	(자료에 미제공)	국민운동단체로서의 바르게살기운동 역할
481.0	실버 디지털 윤리 지키미 교육	충청남도 보령시	보령지역자활센터	없음	한국진흥정보원 김은혜 강사	43명	생활지원사	어르신의 디지털 피해사례 예방 및 대응 교육	(기사에 명시되지 않음)	오프라인	그룹	(기사에 명시되지 않음)	(기사에 명시되지 않음)	(기사에 명시되지 않음)	어르신의 디지털 피해사례 예방 및 대응 교육
482.0	찾아가는 디지털 역량교육(떴다! 디지털 원정대)	경기도 오산시 중앙동	오산시		5060 신중년 직업역량 자격과정 수료생 (디지털문해교육사 및 엔브레인 활용 여가놀이지도사 과정)	명시되지 않음	오산시민	디지털 취약계층의 디지털 역량 강화	오산시 중앙동 행정복지센터 3층 다목적실	오프라인	그룹	명시되지 않음	명시되지 않음	3	키오스크·스마트폰 사용법 안내, 치매 예방을 위한 정신건강 상담
483.0	키오스크 교육	경상남도, 시/군(미상), 구/읍면동(미상)	경남노인통합지원센터	미상	미상	미상	디지털 기기가 익숙하지 않은 노인	키오스크 사용에 대한 두려움 해소	미상	오프라인	그룹	미상	2회 (2일간)	1주 미만	키오스크 사용법
484.0	스마트폰&키오스크 교육	경기도 수원특례시	영통종합사회복지관	없음	(미상)	40명	한글 교실(행복 디딤돌) 어르신	디지털 격차 해소, 일상생활에서의 자기결정권 박탈 방지, 디지털 사회 배제 방지	영통종합사회복지관 전산실 (추정)	오프라인	그룹	2일 (총 시간 불명)	(미상)	1주	스마트폰&키오스크 숙지 필요성 교육, 스마트폰 홈화면 다루기, 어플 설치, 키오스크 가상체험, 키오스크 현장실습
485.0	트로트보다 재미있는 스마트폰 교실	서울특별시 마포구	MKYU(MK&You University)	홈플러스	MKYU 디지털튜터 자격증 과정 수료생 242명	242명	시니어	시니어 계층 디지털 격차 해소	홈플러스 문화센터	온오프라인	그룹	(자료 없음)	(자료 없음)	(자료 없음)	스마트폰 사용법
485.0	시니어 사장을 위한 디지털 교육	(자료 없음)	MKYU(MK&You University)	배달의민족	MKYU 디지털튜터 자격증 과정 수료생	(자료 없음)	시니어 사장	온라인 가게 홍보 역량 강화	(자료 없음)	오프라인	그룹	(자료 없음)	(자료 없음)	(자료 없음)	온라인 가게 홍보 방법
485.0	디지털튜터 자격증 과정	서울특별시	MKYU(MK&You University)	(해당 없음)	서울대학교 산업공학과 조성준 교수 외	15000명 이상	(자료 없음)	디지털 격차 해소를 위한 전문 강사 양성	(자료 없음)	온라인	(자료 없음)	(자료 없음)	(자료 없음)	3개월	디지털 교육 강의 및 실습
486.0	4차 산업혁명 미래 직업 방향	서울특별시 동작구	동작구	없음	미상	미상	주민, 지역 내 직장인	4차 산업혁명 관련 미래 직업에 대한 이해 증진	경기대 강의실 및 유관시설	오프라인 (온라인 변경 가능성 있음)	그룹	미상	미상	4개월 (7월~11월)	4차 산업혁명 관련 미래 직업 방향에 대한 교육
486.0	놀라운 미래를 준비하라, 메타버스	서울특별시 동작구	동작구	없음	미상	미상	주민, 지역 내 직장인	메타버스에 대한 이해 증진	숭실대 강의실 및 유관시설	오프라인 (온라인 변경 가능성 있음)	그룹	미상	미상	4개월 (7월~11월)	메타버스에 대한 교육
486.0	스마트폰 유튜브 감독 되기	서울특별시 동작구	동작구	없음	미상	미상	주민, 지역 내 직장인	스마트폰을 활용한 유튜브 영상 제작 능력 향상	숙명여대 강의실 및 유관시설	오프라인 (온라인 변경 가능성 있음)	그룹	미상	미상	4개월 (7월~11월)	스마트폰을 활용한 유튜브 영상 제작 교육
486.0	시니어 인지케어 지도사	서울특별시 동작구	동작구	없음	미상	미상	주민, 지역 내 직장인	시니어 인지케어 지도사 자격 취득 지원	숙명여대 강의실 및 유관시설	오프라인 (온라인 변경 가능성 있음)	그룹	미상	미상	4개월 (7월~11월)	시니어 인지케어 지도사 관련 교육
486.0	리더십은 생물이다	서울특별시 동작구	동작구	없음	미상	미상	주민, 지역 내 직장인	리더십 향상	경기대 강의실 및 유관시설	오프라인 (온라인 변경 가능성 있음)	그룹	미상	미상	4개월 (7월~11월)	리더십 관련 교육
486.0	미술심리지도사 2급	서울특별시 동작구	동작구	없음	미상	미상	주민, 지역 내 직장인	미술심리지도사 2급 자격 취득 지원	고려대 강의실 및 유관시설	오프라인 (온라인 변경 가능성 있음)	그룹	미상	미상	4개월 (7월~11월)	미술심리지도사 2급 관련 교육
487.0	디지털 배움터 사업	전라북도, 시/군, 구, 읍면동 (구체적인 지역 명시 없음)	전라북도	해당 정보 없음	해당 정보 없음	27,313명 (상반기)	장애인, 고령층, 일반 도민	디지털 역량 강화, 장애인 취업 지원, 고령층 일자리 창출	도서관, 주민센터 등 공공 생활공간, 찾아가는 교육장	오프라인	그룹	해당 정보 없음	해당 정보 없음	해당 정보 없음	기초교육(앱 설치, 카톡 사용), 생활교육(키오스크 이용법), 심화교육(AI인공지능)
488.0															
489.0															
490.0	써밋중등수학	(불명)	대교	대교	(불명)	(불명)	중등학생	수학 학습	(불명, 추정: 온라인)	온라인	(불명, 추정: 1:1 또는 개인 맞춤형)	(불명)	(불명)	(불명)	개인별 맞춤형 수학 콘텐츠 제공, 실시간 오답 분석
490.0	브레인 트레이닝 키트	서울특별시 (추정)	서울대병원과 대교	대교	(불명)	(불명)	노인	인지능력 향상	(불명, 추정: 데이케어센터)	오프라인	(불명)	(불명)	(불명)	(불명)	인지능력 향상 프로그램
491.0	디지털 금융 문해 교육	경기도 고양시 덕양구, 광주광역시 (구체적인 시/군/구 정보는 기사에 명시되지 않음) 등 전국 430여개 문해교육기관	국가평생교육진흥원	하나은행	문해교육기관 전문강사	기사에 명시되지 않음	고령층	고령 금융소비자의 디지털 문해 역량 강화 및 금융 소외 문제 해결	시니어 특화점포(탄현역 출장소, 광주지점 등) 및 전국 430여개 문해교육센터	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	현명한 디지털 금융 생활, 보이스피싱 유형 및 예방 방법, 안전한 디지털 금융 생활, 편리한 디지털 금융 생활 등
492.0	어르신 스마트폰 교육	전라북도 고창군	고창군	과학기술정보통신부	과기부 전문강사	불명	어르신	디지털 격차 해소	지역 30개소 경로당	오프라인	그룹	불명	불명	8주 (2개월)	기초적인 문자전송, 카톡 사용, QR코드 사용, 사진 편집, 어깨결림 및 목디스크 예방 체조
493.0	어르신 스마트폰 교육	전라북도 고창군	고창군 여성친화도시 군민참여단	과기부 (전문강사 지원)	과기부 전문강사	(불명)	지역 어르신	디지털 격차 해소	지역 30개소 경로당	오프라인	그룹	(불명)	(불명)	8주 (2개월)	기초적인 문자전송, 카톡 사용, QR코드 사용, 사진 편집, 어깨결림, 목디스크 예방 체조
494.0	구민 정보화 교육	서울특별시 금천구	금천구청			1307명(지난해)	금천구민	계층 간 정보격차 해소 및 디지털 역량 강화	금천구청 지하 1층 전산교육장, 관내 복지관 및 장애인 복지시설	오프라인	그룹, 1대1				컴퓨터, 인터넷, 스마트폰, 한글, 엑셀, PPT, 그래픽, 영상 제작, 코딩, 로봇, 메타버스, AI, 드론 등
494.0	디지털 상담소	서울특별시 금천구	금천구청				금천구민	교육 과정 중 개인적 궁금증 해소	금천구청 (장소 추정)	오프라인	1대1	1시간	1회	1주	개인별 디지털 관련 질문 해결
494.0	찾아가는 정보화 교육	서울특별시 금천구	금천구청				관내 복지관 및 장애인시설 이용자	정보화 역량 강화	관내 복지관 및 장애인 복지시설	오프라인	그룹	20시간(정규), 10시간(특강)	8회(정규), 4회(특강)	1개월(정규, 특강 모두)	정보화 교육(기초~심화)
495.0															
496.0	스마트폰 및 태블릿PC 활용 교육	경상북도 영양군	영양군노인복지관		영양여자고등학교 학생들	명시되지 않음 (추정: 15명 이상)	스마트폰을 새로 사용하는 어르신	세대 간 격차 해소 및 디지털 기기에 대한 거리감 감소	명시되지 않음 (추정: 영양군노인복지관 또는 영양여자고등학교)	오프라인	1대1	명시되지 않음	명시되지 않음	명시되지 않음	단축키 설정, 어플 검색, 카카오톡 사용법, 대중교통 어플 사용법, 사진촬영 및 전송 등
496.0	스마트폰 활용교육	경상북도 영양군	영양군노인복지관		명시되지 않음	15명	어르신	어르신들의 스마트폰 활용능력 향상	명시되지 않음 (추정: 영양군노인복지관)	오프라인	그룹	명시되지 않음	매주 화요일 1회	명시되지 않음	명시되지 않음
497.0	디지털 문해교육	서울특별시 관악구	관악구			불명	디지털 비문해 성인과 어르신	디지털 환경 적응 및 기초생활 영위 지원	관악구평생학습관	오프라인	그룹	2시간	1회	15주	무인단말기(키오스크) 활용법(무인민원발급, 은행ATM기기 이용, 카페/음식점 주문, 고속버스/기차 예매 등), 스마트폰 활용법(앱 설치, 알림/시계/계산기 기능 활용, 메신저 앱 사용법, 택시/버스 앱 이용법 등)
498.0	구민정보화교육	서울특별시 관악구	관악구				정보 취약계층(어르신, 장애인 등)	정보 격차 해소 및 IT 환경 적응 지원	관악구청 (추정)	오프라인	그룹	2시간 30분	2회	4주 (1개월)	컴퓨터·스마트폰 기초 과정, 실생활 유용 인터넷 활용, 한글 엑셀 문서편집, 키오스크 활용 실습 등
499.0	어르신 대상 스마트폰 사용법 교육	서울특별시, 시/군/구 (복지관 및 경로당)	서울시	서울디지털재단	55세 이상 어르신 강사	48,000명 이상 (2019년 이후)	55세 이상 어르신	디지털 격차 해소 및 디지털 문해력 향상	서울시 복지관 및 경로당	오프라인	그룹	1시간	정보 부족	정보 부족	은행 앱 사용법, QR코드 사용법, 택시 호출 방법, 챗GPT 사용법 등 스마트폰 활용 전반
500.0	웃기시네!	경기도 연천군	한국문화예술회관연합회	없음	포천시립극단 소속 강사	(불명)	지역 어르신	지리적으로 문화시설 접근이 취약한 지역주민에게 문화예술교육 제공	연천수레울아트홀	오프라인	그룹	(불명)	(불명)	9주(9월말까지 진행)	연극 기반 스마트폰 교육, 생애주기 체험,  마지막 성과 발표회를 통한 나만의 인생 무지개 완성
501.0	찾아가는 방역패스 교육	충청남도 천안시 서북구 성거읍 천흥2리	천안시 성거읍		디지털 역량강화 전문 강사	불명	어르신	코로나19 방역패스 원활한 이용	천흥2리 경로당	오프라인	그룹	불명	불명	불명	QR코드 활용법, 코로나19 전자예방접종증명 쿠브(COOV) 사용법, 스마트폰 이용법
502.0	스마트폰 및 키오스크 사용법 교육	충청북도 보은군	보은군 노인·장애인복지관	없음	보은여자고등학교 학생회 학생 6명	40명	보은군 내 어르신	디지털 소외 문제 해결, 키오스크 사용 자신감 향상	보은군 노인·장애인복지관 및 보은군 내 키오스크 설치 카페	오프라인	1대1	(내용에 명시되지 않음)	(내용에 명시되지 않음)	(내용에 명시되지 않음)	스마트폰 및 키오스크 사용법, 실제 키오스크 체험
503.0	스마트폰 교육	대구광역시 수성구	경일대학교 디지털역량교육사업단 (대구사업단)		(경일대 김현우 산학부총장 등)	20명	65세 이상 어르신 (허약·만성질환 관리 및 건강관리 행태개선 필요 어르신)	AI-IoT기반 어르신 건강관리서비스 사업 원활한 운영 지원, 어르신 디지털 격차 해소 및 건강 증진	대구 수성구 보건소	오프라인	그룹	(명시되지 않음)	(명시되지 않음)	(명시되지 않음)	스마트폰 기본 조작 (전원 켜기, 볼륨 조절, 와이파이/블루투스 연결, 메시지 보내기 등)
504.0	신한카드 아름인금융프렌드	(지역 정보 없음)	사단법인 피치마켓	신한카드	전문 강사	4000여 명	디지털금융 취약계층(느린학습자 어린이 및 청소년, 시니어)	디지털금융 역량 강화	(장소 정보 없음)	오프라인 및 온라인	그룹	(시간 정보 없음)	(횟수 정보 없음)	(기간 정보 없음)	금융, 경제 지식을 바탕으로 한 생활경제, 금융범죄예방, 디지털금융 등
504.0	디지털금융 교육 진행방법 연수	(지역 정보 없음)	사단법인 피치마켓	신한카드	전문 강사	600여 명	특수교사, 사회복지사	디지털금융 교육 진행 방법 습득	(장소 정보 없음)	오프라인 및 온라인	그룹	(시간 정보 없음)	(횟수 정보 없음)	8주	교육 현장 활용 가능한 디지털금융교육 도서와 체험 프로그램(웹), 신한카드 아름인금융프렌드의 디지털금융 취약계층 대상 교육 사례
505.0	스마트폰 완전정복	충청북도 보은군	사회복지법인 진각복지재단 보은재가노인돌봄센터		디지털 배움터 강사	불명	어르신	어르신들의 디지털 역량 강화 및 스마트폰 사용 자신감 향상, 디지털 시대 양극화 축소	불명	오프라인	1:1	불명	2회	8주 (추정, 9월~11월 말 까지 두 달간)	SNS 활용법, 사진 전송, 배경 이미지 변경 등
506.0															
507.0	고령자 정보통신 교육·훈련	광주광역시 동구	한국복지정보통신협의회(kwic) 광주전남지부	KT	명시되지 않음	명시되지 않음	고령층 등 정보 취약계층	디지털 역량과 정보 마인드 강화	KT광주지사 7층	오프라인	그룹	명시되지 않음	명시되지 않음	명시되지 않음	파워포인트, 포토샵 등 컴퓨터 기초, 스마트폰 및 인터넷 사용(홈뱅킹, 앱 다운로드·설치, 동영상 제작, 키오스크 사용) 등
508.0	찾아가는 정보화 교육	충청북도 영동군 상촌면 유곡1리	영동군청	없음	기사에 언급되지 않음	기사에 언급되지 않음	상촌면 유곡1리 주민 (어르신 포함)	정보화 소외 지역 주민의 디지털 역량 강화	상촌면 유곡1리 경로당	오프라인	그룹	기사에 언급되지 않음	기사에 언급되지 않음	기사에 언급되지 않음	스마트폰 환경 설정, 손주 번호 저장 및 문자 보내기, 카메라 기능 활용, 카카오톡 활용, 네이버 검색, 코레일 예매 등
509.0	2023 시니어 디지털 콘서트	경상북도 안동시	경북대 SW교육원		(정보 없음)	70여 명	시니어	시니어 디지털 역량 향상	경북 안동 모디684 문화홀	오프라인	그룹	(정보 없음)	(정보 없음)	(정보 없음)	스마트폰을 통한 키오스크 체험, 구글 인공지능 학습, 치매 예방 게임 앱 활용, 피아노 앱 연주 등
510.0	디지털 에듀버스 체험교실 (디지털기기 체험 스탬프 챌린지)	전라북도 진안군	kt cs 전북디지털배움터	KT CS	디지털배움터 강사, 통신전문 강사	불명	디지털 소외계층 (어르신)	디지털 기기에 대한 친숙도 향상 및 스마트폰 활용 능력 증진	진안군 노인복지관	오프라인	그룹	불명	불명	2주	키오스크, AI 스피커, VR, 드론 등 다양한 최신 디지털기기 체험, 스마트폰 활용, 유튜브 체험, 통신비 절감 꿀팁, KT 인공지능 어르신 케어 로봇(다솜이) 시연, 블루투스 마이크를 활용한 노래교실 등
511.0	시니어 스마트폰 맹 탈출 교육	경기도 안산시 단원구 호수동	호수동 주민자치회		(명시되지 않음)	(명시되지 않음)	시니어 및 중장년층 주민	스마트기기 활용을 통한 일상생활 편의 증진 및 사회 활동 참여 증대	호수동 주민자치센터 3층 교육실	오프라인	그룹	2시간/회	2회/주	8주	스마트폰 기본 기능, 촬영 및 편집, 영상 제작, 키오스크 사용법, 안산시 통합예약시스템 이용 방법
512.0	메타버스 서울 2단계 사업	서울특별시	서울시				시민	시민 체험 서비스 확대							메타버스 시민 체험 서비스 확대 (시민 안전 체험관, 부동산 계약, DDP 메타버스 등)
512.0	가상 서울(Virtual Seoul) 디지털트윈 확대 구축	서울특별시	서울시					도시 문제 분석 및 예측							가상의 세계에 실감 복제본을 만들어 도시문제를 분석 예측
512.0	사회적약자를 위한 증강현실(AR) 시범 구축	서울특별시	서울시				교통약자	초정밀 보행 내비게이션 제공							초정밀 보행 내비게이션 구축
512.0	CCTV 고도화 사업	서울특별시	서울시 및 자치구					안전 취약지역 안전 강화, 화질 개선							지능형 CCTV 설치 및 노후 CCTV 교체
512.0	인공지능(AI) CCTV 기반 실종자 고속검색시스템 구축	서울특별시	서울시				사회적 약자	실종자 방지 및 신속 대응							지능형 CCTV 선별관제 기술 적용
512.0	무료 와이파이망 확대	서울특별시	서울시				유동인구 많은 지역 및 디지털 약자 지원시설 이용자	데이터 접근성 향상	11개 한강공원 등 유동인구가 많은 지역, 디지털 약자 지원시설						고성능 무료 와이파이 설치 및 노후 와이파이 교체
512.0	서울 출산육아 만능키 구축	서울특별시	서울시				임신, 출산, 육아 관련 시민	임신, 출산, 육아 정보 원스톱 제공							임신, 출산, 육아 관련 정보 통합 플랫폼 구축
512.0	청년몽땅정보통 재구축	서울특별시	서울시				청년	청년 서비스 원스톱 신청 및 맞춤형 서비스 제공							모든 청년 서비스 원스톱 신청 및 선제적 맞춤서비스 제공
512.0	서울시 VDI시스템 시범 구축	서울특별시	서울시				서울시 직원	스마트 업무 환경 조성							시공간 제약 없는 스마트 업무 환경 구축
512.0	디지털 가상직원 서우리 주무관 서비스 확대	서울특별시	서울시				서울시 직원	업무 효율 증대							직원 챗봇 서비스 확대
512.0	차세대 모바일 업무관리시스템 운영	서울특별시	서울시				서울시 직원	현장 업무 지원							클라우드 플랫폼 기반 현장 업무 수행 지원
512.0	스마트경로당 구축	서울특별시	서울시				어르신	어르신 여가 활용 및 디지털 교육							스마트 경로당 구축
512.0	로봇 활용 디지털 교육	서울특별시	서울시				어르신	휴머로이드 로봇 활용 디지털 교육							휴머로이드 로봇 활용 디지털 교육
512.0	사랑의 PC보급	서울특별시	서울시				디지털 약자	디지털 정보 접근성 향상							디지털 정보 활용 여건 개선을 위한 PC 보급
513.0															
